url,station,difficulty,credit
https://media.discordapp.net/attachments/1227224314483576982/1235866618173591562/20231106_143004.jpg?ex=6635edfb&is=66349c7b&hm=fc376763f24d21c96625f3064c625ea60b164b89e1d5b74db88937eee43d2a46&=&format=webp&width=911&height=683,Geelong,Easy,unknown
https://media.discordapp.net/attachments/1227224314483576982/1235866824093077514/20231210_084710.jpg?ex=6635ee2c&is=66349cac&hm=3640c71ee8b9423c746bb2cb0ea3623f0081f971d90d5b4534548f671939bb87&=&format=webp&width=911&height=683,Ringwood,Medium,unknown
https://media.discordapp.net/attachments/1227224314483576982/1235867006209757215/20231210_144115.jpg?ex=6635ee57&is=66349cd7&hm=cb554b8a3dec4a21fd336e17aa559a6542f5666c697c6c111223b1a9486f168f&=&format=webp&width=911&height=683,Southern Cross,Medium,unknown
https://media.discordapp.net/attachments/1227224314483576982/1235867490035171359/20231210_150814.jpg?ex=6635eeca&is=66349d4a&hm=c721c24a81c8b00b80a94ef639c1a1a11b4a3461a8bff3a91c6ebb5dcc527ee7&=&format=webp&width=911&height=683,Flagstaff,Easy,unknown
https://media.discordapp.net/attachments/1227224314483576982/1235867642011844628/20231212_115753.jpg?ex=6635eeef&is=66349d6f&hm=8dba4918389f5da435b9ce5996a0d256066bdcfa9a0eabc046080f34e3bed174&=&format=webp&width=911&height=683,South Yarra,Easy,unknown
https://media.discordapp.net/attachments/1227224314483576982/1235867856969924649/20231213_093212.jpg?ex=6635ef22&is=66349da2&hm=786235c64bd6763823c8a0d0695245e6a8d1ee2b410ae843f78f704fdb362de1&=&format=webp&width=467&height=350,Flinders Street,Very Easy,unknown
https://media.discordapp.net/attachments/1227224314483576982/1235868065447673856/20231213_131504.jpg?ex=6635ef54&is=66349dd4&hm=fc71dd263603eb6f25cfc0ec334670f9d0c646c1165c09410d22db64075c553a&=&format=webp&width=467&height=350,Brunswick,Medium,unknown
https://media.discordapp.net/attachments/1227224314483576982/1235868375247224862/20231216_172621.jpg?ex=6635ef9d&is=66349e1d&hm=ae65752822c80795a04b0290ab8448130f9f5f48f8a48886d3476c25b808e934&=&format=webp&width=911&height=683,Tarrawarra,Very Hard,Xm9G
https://media.discordapp.net/attachments/1227224314483576982/1235868550682378240/20231218_114212.jpg?ex=6635efc7&is=66349e47&hm=1ec45273ddf746463e6c13f5330657857f5f53af9cfc058c002f3ee60d025158&=&format=webp&width=911&height=683,Flinders Street,Easy,unknown
https://media.discordapp.net/attachments/1227224314483576982/1235868991680151603/20231218_120422_1.jpg?ex=6635f030&is=66349eb0&hm=121c95f9028e2f803f5692238f0eede3b5b55d28808bbebd4fca023c3b63ec4a&=&format=webp&width=911&height=683,Arden,Very Easy,unknown
https://media.discordapp.net/attachments/1227224314483576982/1235869286208114749/20231218_121526.jpg?ex=6635f077&is=66349ef7&hm=b6861d7e7712cf97517d2de223467b9e143fc30b60d375c7f95f95deb84eaa07&=&format=webp&width=911&height=683,North Melbourne,Easy,unknown
https://media.discordapp.net/attachments/1227224314483576982/1235869536419450901/20231220_120330.jpg?ex=6635f0b2&is=66349f32&hm=066221a32a0531cfe582b5dcd7f34791afbd911ca1db1fecd82b7a9ddf2cc2a3&=&format=webp&width=911&height=683,Frankston,Easy,unknown
https://media.discordapp.net/attachments/1227224314483576982/1235869809749528586/20231220_120938.jpg?ex=6635f0f3&is=66349f73&hm=a5a066c8c8458272526deb52b808ff283aa80e47e10d0ca7b1e55b08c19bb03d&=&format=webp&width=911&height=683,Frankston,Medium,unknown
https://media.discordapp.net/attachments/1227224314483576982/1235869936245538856/20240106_055341_1.jpg?ex=6635f112&is=66349f92&hm=e077e237bb6026ed2b06f82a6e964573be787c0c2205dfac4396309ce4df4ae9&=&format=webp&width=911&height=683,Southern Cross,Very Easy,unknown
https://media.discordapp.net/attachments/1227224314483576982/1235870134405435443/20240114_140752.jpg?ex=6635f141&is=66349fc1&hm=7d4c63bcf2496399d6a4b9d75cb9d79675f31f006e4acd4e354891ed872c9055&=&format=webp&width=911&height=683,Castlemaine,Hard,unknown
https://media.discordapp.net/attachments/1227224314483576982/1235870362017992775/20240114_171531.jpg?ex=6635f177&is=66349ff7&hm=4d1b47cd88e68173b00b79a1280df24f76e880e0e8beb4c285f1fb274c5a9cf5&=&format=webp&width=911&height=683,Malmsbury,Hard,unknown
https://media.discordapp.net/attachments/1227224314483576982/1235870766055030794/20240119_161610.jpg?ex=6635f1d7&is=6634a057&hm=66f3052a27afe22f91520fa915cd92a97d5343af9441f2ebc74aadbe782412f3&=&format=webp&width=467&height=350,parliament,Easy,unknown
https://media.discordapp.net/attachments/1227224314483576982/1235870912482377748/20240122_105919_1.jpg?ex=6635f1fa&is=6634a07a&hm=f93d40d8bed63996e628c8cba890940924acb4c5dfea4e7315a8f637450e0620&=&format=webp&width=911&height=683,Richmond,Easy,unknown
https://media.discordapp.net/attachments/1227224314483576982/1235871119412559872/20240128_173934.jpg?ex=6635f22c&is=6634a0ac&hm=97c29049f6534e2c7327efbc08bf548fd0ff34e9871d8679884afa1b1fe8d7e0&=&format=webp&width=911&height=683,Ringwood East,Medium,unknown
https://media.discordapp.net/attachments/1227224314483576982/1235871497428668446/20240314_162901.jpg?ex=6635f286&is=6634a106&hm=5fd5e70de96f48fa4f6435cd2cb32d3a5dc0431deccdb4ed48a17242d655beb4&=&format=webp&width=512&height=683,Yarra Glen,Very Hard,unknown
https://media.discordapp.net/attachments/1227224314483576982/1235871751750029392/20240317_143337.jpg?ex=6635f2c3&is=6634a143&hm=602149294f3408f99add4cc28aac90ae1f340ef2345000d26ba0a366070e094c&=&format=webp&width=467&height=350,Sunbury,Hard,unknown
https://media.discordapp.net/attachments/1227224314483576982/1235872338806046801/20240405_153800.jpg?ex=6635f34e&is=6634a1ce&hm=e8dafdf81cb04e664ae978e93c9836662a86b311f77c29d249c583f1f8d60215&=&format=webp&width=467&height=350,Malvern,Hard,unknown
https://media.discordapp.net/attachments/1227224314483576982/1235872563855360101/20240409_144354.jpg?ex=6635f384&is=6634a204&hm=763e2bdfe1cd8ac3ac5f7191094d757f34a09a26400556880069202843631b27&=&format=webp&width=911&height=683,pakenham,Easy,unknown
https://media.discordapp.net/attachments/1235832156480213043/1235885444504354846/20240329_131155.jpg?ex=6635ff83&is=6634ae03&hm=ae7ec8d88f17e23971b3059b98275c5b0bde75df3dc426c5a97a63b95ecc14d5&=&format=webp&width=911&height=683,Belgrave,Medium,unknown
https://media.discordapp.net/attachments/1227224314483576982/1235886881854586930/20240317_113233.jpg?ex=663600da&is=6634af5a&hm=79d673bbedc8994c37ec03ed187828e044a338152ca598a01ee079b776c96a01&=&format=webp&width=786&height=590,Ballan,Hard,unknown
https://media.discordapp.net/attachments/1235832156480213043/1235885446433865821/20240203_114824.jpg?ex=6635ff84&is=6634ae04&hm=9a37058e857e13718d19d71f26d66038d56ea181ab093a29001d548525c3d9f9&=&format=webp&width=911&height=683,Leawarra,Hard,unknown
https://media.discordapp.net/attachments/1235832156480213043/1235885447071268964/20240130_131205.jpg?ex=6635ff84&is=6634ae04&hm=8c4718197ac8372d0bd15b7d796e2be1b5b0e46637c9e693bee72f560ef8ac96&=&format=webp&width=911&height=683,Westgarth,Medium,unknown
https://media.discordapp.net/attachments/1235832156480213043/1235885447666991134/20240123_165512.jpg?ex=6635ff84&is=6634ae04&hm=af8ece85de8afaadcc3997cf10d3a47dabbf517d3a0a3c4e3b7be203e17df690&=&format=webp&width=911&height=683,Warrnambool,Hard,unknown
https://media.discordapp.net/attachments/1235832156480213043/1235885448853848096/20240118_123438.jpg?ex=6635ff84&is=6634ae04&hm=7ca1a52a735b521f8b99d8706054263954bd75309172b280f51ec669ca3c8a26&=&format=webp&width=911&height=683,Wattle Glen,Hard,unknown
https://media.discordapp.net/attachments/1227224314483576982/1235888384547749988/20231210_094257.jpg?ex=66360240&is=6634b0c0&hm=84bae8e73e374933332d7e178d95e9ceb0fa39211f9df41f09a66811eaca6d6e&=&format=webp&width=786&height=590,Fawkner,Medium,unknown
https://media.discordapp.net/attachments/1227224314483576982/1235888861968728156/20240122_123714.jpg?ex=663602b2&is=6634b132&hm=5bd551085d4159d15f054438f72d5370875a339e56666adbfdf5390ec567e182&=&format=webp&width=911&height=683,Baxter,Medium,unknown
https://media.discordapp.net/attachments/1235881729697517598/1235885277558476910/1033502.jpg?ex=6635ff5b&is=6634addb&hm=35bf9fefff239a959513743fd2fa45868d9136c0ec70011b95c2b02b2f200be2&=&format=webp&width=911&height=683,Jolimont,Medium,unknown
https://media.discordapp.net/attachments/1235881729697517598/1235885362069639268/1032920.jpg?ex=6635ff6f&is=6634adef&hm=f29760f802a795046be9fd504b369aa7bd282931bd1eb27645771527dfb238b3&=&format=webp&width=911&height=683,Thomastown,Medium,unknown
https://media.discordapp.net/attachments/1235881729697517598/1235885453308330034/1033280.jpg?ex=6635ff85&is=6634ae05&hm=69e98aa9a802bdc88f25986da1ca1380929fcc92d783c892a0248b249a3d8908&=&format=webp&width=911&height=683,Malvern,Medium,unknown
https://media.discordapp.net/attachments/1235881729697517598/1235885547600220190/3283006.jpg?ex=6635ff9c&is=6634ae1c&hm=57447ca34e7eab19f523e510c2161351ac615b08f58f055c6daec5247d3afb06&=&format=webp&width=911&height=683,South Kensington,Hard,unknown
https://media.discordapp.net/attachments/1235881729697517598/1235885601320865792/3290032.jpg?ex=6635ffa8&is=6634ae28&hm=144ea0149388c5e1e83bdbba4ebb771d9f02f66a3d437dddacd55af7b1be63ca&=&format=webp&width=911&height=683,Coburg,Medium,unknown
https://media.discordapp.net/attachments/1227224314483576982/1235889678931066950/3310075.jpg?ex=66360375&is=6634b1f5&hm=2be53372cd8ba52850a963dc2086c8ee641a2111ae2f8db8356dbedd29c91242&=&format=webp&width=786&height=590,Woodend,Hard,unknown
https://media.discordapp.net/attachments/1235881729697517598/1235885697265696790/4043225.jpg?ex=6635ffbf&is=6634ae3f&hm=750dfb6e39981e4a95b721cc8729347f4ed6db557c4dd61b8eafbc2f144fe6c0&=&format=webp&width=911&height=683,Windsor,Medium,unknown
https://media.discordapp.net/attachments/1235881729697517598/1235885734087364678/4043306.jpg?ex=6635ffc8&is=6634ae48&hm=2df89d76a97a48566409de2dd6fb4250f275a4ceea2c3a3f1bdc1be46ecb1828&=&format=webp&width=911&height=683,Sandringham,Medium,unknown
https://media.discordapp.net/attachments/1235881729697517598/1235885769055408149/4043360.jpg?ex=6635ffd0&is=6634ae50&hm=31151092d72ac92433f1c59ce57b0175f3db169b5d11833d56c85ce2a1be89bf&=&format=webp&width=911&height=683,Highett,Medium,unknown
https://media.discordapp.net/attachments/1235881729697517598/1235885873841569822/4053480.jpg?ex=6635ffe9&is=6634ae69&hm=163304beba36e94e8d126caa40ab81219534443ccbed48ecf7661e6d6cbadbeb&=&format=webp&width=911&height=683,Middle Footscray,Medium,unknown
https://media.discordapp.net/attachments/1235881729697517598/1235885950765240390/4083710.jpg?ex=6635fffc&is=6634ae7c&hm=d51a4f4d617de4c2bf49fb0f56f97f74f9bf0c689692c78dc11579c922fdec2e&=&format=webp&width=911&height=683,Toorak,Medium,unknown
https://media.discordapp.net/attachments/1235881729697517598/1235885989126344756/4083813.jpg?ex=66360005&is=6634ae85&hm=cb7dd09c8132d1a6f885ba0bdad30927984d53e1d24632fe6e83db54da00e16a&=&format=webp&width=911&height=683,Mordialloc,Easy,unknown
https://media.discordapp.net/attachments/1235881729697517598/1235886055241023519/4094019.jpg?ex=66360015&is=6634ae95&hm=3aebff4cc63aa542670578dff8fa2f246993acfdab607f47d3a4c3d2b3e87bbe&=&format=webp&width=911&height=683,Pascoe Vale,Hard,unknown
https://media.discordapp.net/attachments/1235881729697517598/1235886204839264276/4104257.jpg?ex=66360038&is=6634aeb8&hm=536aa26e7ed4449b39b207d072669f0ad039ea4f5f448c9f66f7c8d6c1a9755d&=&format=webp&width=911&height=683,Ringwood,Hard,unknown
https://media.discordapp.net/attachments/1235881729697517598/1235886240482459709/4104282.jpg?ex=66360041&is=6634aec1&hm=86ef11454fb440f7f6bcc9bbe92fa98c2f4923cb54396cbc174ee78bc241e75a&=&format=webp&width=911&height=683,Auburn,Hard,unknown
https://media.discordapp.net/attachments/1235881729697517598/1235886278646435960/4134657.jpg?ex=6636004a&is=6634aeca&hm=c56186028dd17fb1e06d1ece169e52ff5d4944eba3d7fb6dd8d47aee7fceab6f&=&format=webp&width=911&height=683,Moonee Ponds,Hard,unknown
https://media.discordapp.net/attachments/1235881729697517598/1235886399102914581/4270152.jpg?ex=66360067&is=6634aee7&hm=6f9acb97d20c68103837e4e47fb0ff6e1cc0b1392c69e204e086448e4310f6d2&=&format=webp&width=911&height=683,Regent,Hard,unknown
https://media.discordapp.net/attachments/1235881729697517598/1235886527863848970/4284988.jpg?ex=66360085&is=6634af05&hm=59e22909fdc2a21b29622cc739ce2215c0fb3a326f44f0636ce3495eaab8a17b&=&format=webp&width=911&height=683,Middle Gorge,Hard,unknown
https://media.discordapp.net/attachments/1235881729697517598/1235886561174884383/4285057.jpg?ex=6636008d&is=6634af0d&hm=c07362e57301e18a05bbfa62726e426e448c78b6f9eae31337a3d32ebac51126&=&format=webp&width=911&height=683,Keon Park,Hard,unknown
https://media.discordapp.net/attachments/1235881729697517598/1235886623229739038/Ivanhoe_Tait.jpg?ex=6636009c&is=6634af1c&hm=aa510de05166ffa3d0fb96fb64bcc43d7bf03542834386e4de028440200d65c5&=&format=webp&width=911&height=683,Ivanhoe,Hard,unknown
https://media.discordapp.net/attachments/1235832156480213043/1235891040872038420/20231112_123721.jpg?ex=663604b9&is=6634b339&hm=833d49c71179ab9a9cc543d86a70cdbdb1783f8c49b1a6d99be4e6f31daf8a3b&=&format=webp&width=911&height=683,general motors,Very Hard,Qazzy
https://media.discordapp.net/attachments/1233010898277367808/1235890211993686046/IMG_7402.jpg?ex=663603f4&is=6634b274&hm=ab15f90e5de923574b8b4ecadd6e1ff0a8685ba6c51f5051039c5ee065dbe419&=&format=webp&width=911&height=683,Gisborne,Hard,unknown
https://media.discordapp.net/attachments/1233010898277367808/1235890316335124542/IMG_7336.jpg?ex=6636040d&is=6634b28d&hm=40f63d58a2ec6b35b6bfef8b1a38b5c8a29791f7fa98d2e099dff2fbedf70376&=&format=webp&width=512&height=683,toorak,Medium,unknown
https://media.discordapp.net/attachments/1235890609038954577/1235890764626788444/IMG_8149.jpg?ex=66360478&is=6634b2f8&hm=d5700e118e2edcfbce0861e6301ea279f30a784b60540f23cf5a0145dd6e396c&=&format=webp&width=1214&height=683,craigieburn,Hard,unknown
https://media.discordapp.net/attachments/1235890609038954577/1235902019890446416/IMG_8446.png?ex=66360ef3&is=6634bd73&hm=65744bfe4487a50d81f2bec372eeff8416ba423f4df3b8d039e1ffbf12baede2&=&format=webp&quality=lossless&width=922&height=683,Nhill,Hard,unknown
https://media.discordapp.net/attachments/1235881729697517598/1235886561174884383/4285057.jpg?ex=6636008d&is=6634af0d&hm=c07362e57301e18a05bbfa62726e426e448c78b6f9eae31337a3d32ebac51126&=&format=webp&width=911&height=683,Keon Park,Hard,unknown
https://media.discordapp.net/attachments/1235881729697517598/1235886595320840242/4285125.jpg?ex=66360095&is=6634af15&hm=06f32d4a687e51cc466b9a098c017ff4007a349f0c8ccc599e435a216cfd91a1&=&format=webp&width=911&height=683,Merri,Hard,unknown
https://media.discordapp.net/attachments/1225026918525702205/1235935928329965650/IMG_5319.jpg?ex=66362e87&is=6634dd07&hm=2affe9b001c07a528741b30be28887747c9ab7571105e033d33a907daa76cd57&=&format=webp&width=512&height=683,east malvern,Medium,unknown
https://media.discordapp.net/attachments/1225026918525702205/1235935928900649042/IMG_4693.jpg?ex=66362e88&is=6634dd08&hm=a3f2ff3ee00540012bb945189074ba7094b416cbcec0043cc54c3a731ba92dd3&=&format=webp&width=911&height=683,north melbourne,Medium,unknown
https://media.discordapp.net/attachments/1225026918525702205/1235935929516949596/IMG_4649.jpg?ex=66362e88&is=6634dd08&hm=cb241ab5a3b7d063bba2f19bce64c9dd14d1b450a03ddc17cfabcdf9ea0ad32e&=&format=webp&width=512&height=683,dandenong,Easy,unknown
https://media.discordapp.net/attachments/1225026918525702205/1235935929915412511/IMG_3239.jpg?ex=66362e88&is=6634dd08&hm=3e320c8f1c1a2ad8ee706b35e2eaf7a8993c3d69ef25aadb6660962fb561ad6e&=&format=webp&width=910&height=683,caulfield,Medium,unknown
https://media.discordapp.net/attachments/1225026918525702205/1235936280500637736/IMG_3178.jpg?ex=66362edb&is=6634dd5b&hm=913a989d6890e2e89bdd2b3ca3ac459bad4ee85235cc5f0622a1083916dafd93&=&format=webp&width=512&height=683,Glen Huntly,Quite Hard,unknown
https://media.discordapp.net/attachments/1235881729697517598/1235927730143363112/1033574.jpg?ex=663626e5&is=6634d565&hm=e23fa13ceff14654b0b3e666d6f6a341a6c08253f1d263d4aa8039309464c0d5&=&format=webp&width=911&height=683,Kensington,Easy,unknown
https://media.discordapp.net/attachments/1235881729697517598/1235927751639306260/1033604.jpg?ex=663626ea&is=6634d56a&hm=f2ec46ff5452f5eeb255643357851901015ea260db3ce794b768874ab5032c04&=&format=webp&width=911&height=683,Royal Park,Medium,unknown
https://media.discordapp.net/attachments/1235881729697517598/1235927849777758320/3282946.jpg?ex=66362701&is=6634d581&hm=7ddfeb4ffc092b8319540ceeeabeb4bc27dde2b5e19484d9c1a80e22681ee0ad&=&format=webp&width=911&height=683,South Kensington,Easy,unknown
https://media.discordapp.net/attachments/1235881729697517598/1235927995366244352/3310220.jpg?ex=66362724&is=6634d5a4&hm=39720cf59ae89b52811050fc84c356cfbed83080c552e21d79d2e9e456ef0dd7&=&format=webp&width=911&height=683,Bendigo,Medium,unknown
https://media.discordapp.net/attachments/1235881729697517598/1235928063489867786/4043295.jpg?ex=66362734&is=6634d5b4&hm=e597d09fd1a1ced230b439a4b34d3abce252ea8f41fffcdd63305e5fb04fb864&=&format=webp&width=911&height=683,Brighton Beach,Hard,unknown
https://media.discordapp.net/attachments/1235881729697517598/1235928159803936819/4083796.jpg?ex=6636274b&is=6634d5cb&hm=ef6950c210b670099a890142f0bf4cc6294bbf860a38b06daa646b21ae27a4e7&=&format=webp&width=911&height=683,Mordialloc,Medium,unknown
https://media.discordapp.net/attachments/1235881729697517598/1235928225771950141/4104160.jpg?ex=6636275b&is=6634d5db&hm=44a4a239e8f5ad70b4571f5a60778e81fa03af5ee260852b7ca5ba5639b3c58c&=&format=webp&width=911&height=683,East Richmond,Hard,unknown
https://media.discordapp.net/attachments/1235881729697517598/1235928266393784360/4104237.jpg?ex=66362765&is=6634d5e5&hm=7f7bce706515344a289b5fd5e2ac9fedc2497fcc9f6cac30b54152c5cdfa053a&=&format=webp&width=911&height=683,Ringwood,Medium,unknown
https://media.discordapp.net/attachments/1235881729697517598/1235928521143091210/4214780.jpg?ex=663627a1&is=6634d621&hm=416890a699a7b0ee466403c07c29a826fef4063d41c4b105a46a5b4f3aecf26c&=&format=webp&width=911&height=683,Hawksburn,Medium,unknown
https://media.discordapp.net/attachments/1235881729697517598/1235928681281753098/4284967.jpg?ex=663627c8&is=6634d648&hm=763d2b5c882ba2e3bee676211ba3a5ea409661b41346ecccd3303fd788cf25cd&=&format=webp&width=911&height=683,Epping,Hard,unknown
https://media.discordapp.net/attachments/1233010898277367808/1236153501026091058/IMG_7366.JPG?ex=6636f929&is=6635a7a9&hm=33a4f4e2b99a50604f6ff695b70610607e84b17fa3d82303d5b5403da5ae5e9f&=&format=webp&width=911&height=683,Ruthven,Hard,axowaffle
https://media.discordapp.net/attachments/1233010898277367808/1236153739681988699/IMG_7247.JPG?ex=6636f962&is=6635a7e2&hm=4a98c397897a64c1f3b5917b177c32fd229294dcb913b84ed8cd5577b42916ae&=&format=webp&width=512&height=683,Box Hill,Medium,axowaffle
https://media.discordapp.net/attachments/1233010898277367808/1236154196261212270/IMG_7414.jpg?ex=6636f9cf&is=6635a84f&hm=23390da7aa4d0f9a6acece218fb534d0e2e0168c2087201be1963336b246d450&=&format=webp,Lynbrook,Medium,axowaffle
https://media.discordapp.net/attachments/1233010898277367808/1236154253375045642/IMG_7415.jpg?ex=6636f9dc&is=6635a85c&hm=7fd8c84835a40e9c3db1d57b1640e269a55a26aec02de76136460be5b0cead4f&=&format=webp,Noble park,Medium,axowaffle
https://media.discordapp.net/attachments/1233010898277367808/1236154468874194995/P4090026.jpg?ex=6636fa10&is=6635a890&hm=019417f0945790b3aad3c7e67c30db3774f12a608d2483d1017f690c0a45a127&=&format=webp&width=911&height=683,Kensington,Medium,axowaffle
https://media.discordapp.net/attachments/1227224314483576982/1236245907184418926/20240504_110751.jpg?ex=66374f38&is=6635fdb8&hm=fc3748602823f63ce2f6e5bc51ee0f97cd3950af5ee2edcbf2a6b4256bcd172f&=&format=webp&width=467&height=350,burnley,Medium,Qazzy
https://media.discordapp.net/attachments/1227224314483576982/1236246258088284241/20230629_120128.jpg?ex=66374f8c&is=6635fe0c&hm=ddd53c0cf7c2e630ca7a568b6e4dd1d6e863f02d8ea9415e0b191028a03651a7&=&format=webp&width=911&height=683,Heyington,Medium,Qazzy
